name,price,engineSize,year,mileage,fuelType,priceToEngineSizeRatio,link
Audi A8 D5,349000,2995,2018,100,Benzyna,116528,otomoto.pl/oferta/audi-a8-l-55tfsi-quattro-tiptronic-przebieg-100-km-ID6BNMz7.html
Audi A6 C8,345661,2967,2018,5,Diesel,116502,otomoto.pl/oferta/audi-a6-limousine-50-tdi-quattro-286-km-tiptronic-4-kola-zimowe-gratis-ID6BFqm3.html
Audi Q3,174500,1500,2018,1,Benzyna,116333,otomoto.pl/oferta/audi-q3-advanced-35-tfsi-110-150km-s-tronic-wyprzedaz-rocznika-w-aso-ID6BFnOQ.html
Mercedes-Benz Klasa C W205,173700,1497,2018,5177,Benzyna,116032,otomoto.pl/oferta/mercedes-benz-klasa-c-200-4matic-lift-pakiet-amg-wyswietlacz-ic-katalog-208-048-pln-fv-23-ID6BKkVL.html
Audi A6 C8,227652,1968,2018,5,Diesel,115677,otomoto.pl/oferta/audi-a6-limousine-sport-40-tdi-204-km-s-tronic-4-kola-zimowe-gratis-ID6BA0Y6.html
Audi Q8,342926,2967,2019,15,Diesel,115580,otomoto.pl/oferta/audi-q8-audi-q8-50tdi-matrix-leasing-bangolufsen-wynajem-headup-domykani-ID6BEIs8.html
Audi A6 C8,345900,2995,2018,11000,Benzyna,115492,otomoto.pl/oferta/audi-a6-55-tfsi-quattro-fv23-bezwypadek-pelen-serwis-ID6BOM5o.html
Audi A5 F5,227067,1968,2018,5,Diesel,115380,otomoto.pl/oferta/audi-a5-sportback-40-tdi-quattro-190-km-s-tronic-4-kola-zimowe-gratis-ID6BGJw6.html
BMW X5 G05,345000,3000,2018,5700,Diesel,115000,otomoto.pl/oferta/bmw-x5-bmw-x5-m50d-bmw-400km-x-drive-m-pakiet-g05-ID6BOBpk.html
BMW X3 G01,229900,2000,2018,6305,Diesel,114950,otomoto.pl/oferta/bmw-x3-bmw-x3-20d-g01-xdrive-pakiet-m-salon-bmw-inchcape-poznan-ID6BM8xn.html
Audi Q7 II,340500,2967,2018,5,Diesel,114762,otomoto.pl/oferta/audi-q7-50-tdi-286-km-quattro-tiptronic-s-line-led-kola-zimowe-gratis-ID6BrAsj.html
BMW X4 F26,228900,1995,2018,1,Diesel,114737,otomoto.pl/oferta/bmw-x4-20d-xdrive-m-sport-pelna-opcja-wyprzedaz-rabat-70-000-pln-ID6AZbrM.html
BMW Seria 4,229000,1998,2017,7670,Benzyna,114615,otomoto.pl/oferta/bmw-seria-4-cabrio-xdrive-facelifting-pierwsza-rejestracja-2018-ID6BPjs8.html
Volkswagen Multivan,224900,1968,2018,1,Diesel,114278,otomoto.pl/oferta/volkswagen-multivan-edition-30-4motion-dsg-ID6zO1Fy.html
Volkswagen Touareg III,338870,2967,2018,5,Diesel,114213,otomoto.pl/oferta/volkswagen-touareg-3-0-v6-tdi-286km-tiptronic-elegance-wyprzedaz-rocznika-w-aso-ID6Bzhjv.html
Mercedes-Benz GLE,341000,2987,2018,5,Diesel,114161,otomoto.pl/oferta/mercedes-benz-gle-gle350d-coupe-pakiet-amg-wyprzedaz-rocznika-w-aso-ID6BBb7N.html
Mercedes-Benz Klasa B W247,166400,1461,2018,5,Diesel,113895,otomoto.pl/oferta/mercedes-benz-klasa-b-nowa-b180d-pakiet-amg-night-energizing-super-oferta-ID6BFQJE.html
Audi S3 8V,225500,1984,2019,5000,Benzyna,113659,otomoto.pl/oferta/audi-s3-sportback-2-0-tfsi-300-km-quattro-s-tronic-led-demo-audi-centrum-lodz-ID6BFi7l.html
Audi Q7 II,334687,2967,2018,5,Diesel,112803,otomoto.pl/oferta/audi-q7-45-tdi-quattro-231-km-tiptronic-4-kola-zimowe-gratis-ID6BrgKz.html
Volvo V60,222000,1969,2019,5000,Diesel,112748,otomoto.pl/oferta/volvo-v60-v60-cross-country-d4-190-km-awd-ID6BOkNf.html
Volkswagen Touareg III,337900,3000,2018,5,Diesel,112633,otomoto.pl/oferta/volkswagen-touareg-3-0-v6-tdi-286-km-tiptronic-wyprzedaz-rocznika-w-aso-ID6BtGNt.html
BMW Seria 5 G30,224900,2000,2018,25900,Benzyna,112450,otomoto.pl/oferta/bmw-seria-5-bmw-530i-xdrive-limuzyna-pakiet-sportowy-m-salon-bmw-inchcape-poznan-ID6BMiU1.html
Audi A1,112000,999,2018,5,Benzyna,112112,otomoto.pl/oferta/audi-a1-a1-sportback-advanced-30-tfsi-s-tronic-wyprzedaz-2018-ID6BzBvk.html
Audi A5 F5,221900,1984,2018,5,Benzyna,111845,otomoto.pl/oferta/audi-a5-sport-40-tfsi-190-km-s-tronic-s-line-pakiet-serwisowy-gratis-ID6BqGas.html
Porsche 911 991,425000,3800,2015,70000,Benzyna,111842,otomoto.pl/oferta/porsche-911-gts-cabrio-ID6BMFj0.html
Audi A7 C8,334900,2995,2018,26039,Benzyna,111820,otomoto.pl/oferta/audi-a7-55-tfsi-340-km-quattro-fv-23-ID6BCapw.html
Audi Q5 FY,219900,1968,2018,5000,Diesel,111738,otomoto.pl/oferta/audi-q5-40-tdi-190-km-quattro-s-tronic-demo-wyprzedaz-rocznika-w-aso-ID6BnSP1.html
Volvo XC 90 II,219900,1969,2018,25,Diesel,111681,otomoto.pl/oferta/volvo-xc-90-volvo-xc90-d5-awd-geartronic-r-design-ID6BP9mG.html
Volvo XC 90 II,219900,1969,2018,25,Diesel,111681,otomoto.pl/oferta/volvo-xc-90-volvo-xc90-d5-awd-geartronic-r-design-hak-ID6BP9dU.html
Audi Q7 II,335000,3000,2018,1,Diesel,111667,otomoto.pl/oferta/audi-q7-45-tdi-quattro-231-km-tiptronic-wyprzedaz-rocznika-w-aso-ID6BGVGz.html
Audi Q7 II,335000,3000,2018,1,Diesel,111667,otomoto.pl/oferta/audi-q7-45-tdi-quattro-231-km-tiptronic-wyprzedaz-rocznika-w-aso-ID6BFOMz.html
Audi A6 C8,333900,3000,2018,1,Diesel,111300,otomoto.pl/oferta/audi-a6-limousine-sport-50tdi-quattro-286km-tiptronic-wyprzedaz-rocznika-w-aso-ID6BFlL3.html
Audi Q5 FY,218900,1968,2018,5000,Diesel,111230,otomoto.pl/oferta/audi-q5-2-0-tdi-190-km-quattro-s-line-led-demo-wyprzedaz-rocznika-w-aso-ID6zskSl.html
Audi Q7 II,331990,3000,2018,10,Diesel,110663,otomoto.pl/oferta/audi-q7-taniej-o-97-650-demo-pneumat-panoram-os-tyln-hak-ID6ByNHb.html
Audi Q5 FY,217500,1968,2018,5,Diesel,110518,otomoto.pl/oferta/audi-q5-35-tdi-163-km-sline-quattro-kamera-led-ubezpieczenie-gratis-ID6BCsaD.html
Mercedes-Benz GLS,330000,2987,2016,61952,Diesel,110479,otomoto.pl/oferta/mercedes-benz-gls-mozliwosci-wynajmu-na-12m-za-9400-zl-brutto-miesiecznie-ID6BNuDv.html
Audi A5 F5,218900,1984,2018,5,Diesel,110333,otomoto.pl/oferta/audi-a5-sport-2-0-tdi-190-km-side-assist-kamera-led-kola-zimowe-gratis-ID6BqGXp.html
Volkswagen Multivan,220150,2000,2018,5,Diesel,110075,otomoto.pl/oferta/volkswagen-multivan-panamericana-2-0-tdi-4motion-199-km-3000mm-wyprzedaz-rocznika-w-aso-ID6BFe4a.html
Audi Q7 II,329900,3000,2019,1,Diesel,109967,otomoto.pl/oferta/audi-q7-45-tdi-quattro-231-km-tiptronic-audicentrum-gdansk-ID6BHAYa.html
Audi Q7 II,329682,3000,2018,1,Diesel,109894,otomoto.pl/oferta/audi-q7-taniej-o-73-618-od-reki-wyprzedaz-rocznika-z-aso-pneumat-ID6BD7ZG.html
Audi A6 C8,218500,2000,2018,1,Diesel,109250,otomoto.pl/oferta/audi-a6-avant-sport-40-tdi-204-km-s-tronic-wyprzedaz-rocznika-w-aso-ID6BFm52.html
Audi A3 8V,163821,1500,2019,10,Benzyna,109214,otomoto.pl/oferta/audi-a3-limousine-35-tfsi-150km-ID6BItDa.html
Audi A5 F5,214500,1968,2018,5,Benzyna,108994,otomoto.pl/oferta/audi-a5-sportback-40-tfsi-190-km-s-tronic-ubezpieczenie-gratis-ID6BjlmM.html
Mercedes-Benz Klasa A W177,145000,1332,2018,2000,Benzyna,108859,otomoto.pl/oferta/mercedes-benz-klasa-a-a200-pakiet-amg-demonstracyjny-ID6Bu7WH.html
Audi A7 C8,322095,2967,2018,8500,Diesel,108559,otomoto.pl/oferta/audi-a7-cesja-leasingu-najmu-audi-a7-c8-sline-z-12-2018-bez-odstepnego-ID6BNGuX.html
Audi A6 C8,320900,2967,2018,5,Diesel,108156,otomoto.pl/oferta/audi-a6-avant-sport-50-tdi-286-km-quattro-s-line-pakiet-serwisowy-gratis-ID6AZcH2.html
Audi A6 C8,319900,2967,2018,5,Diesel,107819,otomoto.pl/oferta/audi-a6-limousine-sport-50-tdi-quattro-tiptronic-ubezpieczenie-gratis-ID6AZNcF.html
Mercedes-Benz Klasa G W463,429000,3982,2016,35500,Benzyna,107735,otomoto.pl/oferta/mercedes-benz-klasa-g-g-500-auto-z-polskiego-salonu-demo-f-ra-vat-ID6zylzv.html
Audi A6 C8,318500,2967,2018,5,Diesel,107347,otomoto.pl/oferta/audi-a6-sport-50-tdi-286-km-quattro-tiptronic-pakiet-serwisowy-gratis-ID6AZDkp.html
Audi A6 C7,209900,1968,2018,9,Diesel,106657,otomoto.pl/oferta/audi-a6-wyprzedaz-w-aso-rabat-36-rok-prod-2017-ID6ByhLU.html
Audi Q5 FY,209000,1968,2017,33719,Diesel,106199,otomoto.pl/oferta/audi-q5-audi-q5-quattro-2-0tdi-190km-s-tronic-led-skora-navi-kamera-gwarancja-ID6Adzhw.html
Volvo V60,209000,1969,2019,3000,Diesel,106145,otomoto.pl/oferta/volvo-v60-inscription-d4-190-km-automat-8-biegow-ID6BOkSg.html
Audi Q2,106000,999,2018,1000,Benzyna,106106,otomoto.pl/oferta/audi-q2-sport-1-0-tfsi-116-km-s-tronic-demo-ID6zOXeq.html
Mercedes-Benz GLA,169000,1595,2019,1000,Benzyna,105956,otomoto.pl/oferta/mercedes-benz-gla-gla200-piekny-rocznik-2019-demonstracyjny-ID6BKncS.html
Mercedes-Benz Klasa C W205,205900,1950,2018,24900,Diesel,105590,otomoto.pl/oferta/mercedes-benz-klasa-c-c-220-d-coupe-lift-dealer-amg-panorama-keyless-distronic-ID6BJvjK.html
Audi A6 C8,207317,1968,2019,16,Diesel,105344,otomoto.pl/oferta/audi-a6-audi-a36-limousine-40-tdi-quattro-s-tronic-2019-rabat-53-340-ID6BFOMX.html
BMW Seria 3 G20,209999,1995,2019,1,Diesel,105263,otomoto.pl/oferta/bmw-seria-3-320d-xdrive-m-sport-premiera-zapytaj-o-oferte-specjalna-ID6BLKQx.html
BMW Seria 5 G30,209900,1995,2019,15000,Diesel,105213,otomoto.pl/oferta/bmw-seria-5-bmw-520d-xdrive-touring-2019-ID6BOjFJ.html
Porsche 911 991,398000,3800,2014,26400,Benzyna,104737,otomoto.pl/oferta/porsche-911-serwisowany-aso-ID6zWpuj.html
Audi Q7 II,310000,2967,2018,6000,Diesel,104483,otomoto.pl/oferta/audi-q7-3-0tdi-quattro-218km-7-osob-salon-pl-fv23-ID6BDl9W.html
Audi Q7 II,309900,2967,2018,5000,Diesel,104449,otomoto.pl/oferta/audi-q7-45-tdi-quattro-tiptronic-pneumatyka-led-demo-wyprzedaz-rocznika-w-aso-ID6B2vO4.html
Seat Leon III,208500,2000,2018,5,Benzyna,104250,otomoto.pl/oferta/seat-leon-st-cupra-carbon-2-0tsi-370kmdsg-4drive-jedna-z-13-limitowanych-sztuk-ID6BuTwq.html
Volvo XC 90 II,204900,1969,2017,11000,Benzyna,104063,otomoto.pl/oferta/volvo-xc-90-awd-t6-geartronic-316km-7-os-full-led-nawigacja-kamery360-or-lakier-ID6BCiDy.html
Audi A4 B9,144900,1395,2018,5000,Benzyna,103871,otomoto.pl/oferta/audi-a4-sport-35-tfsi-150km-s-tronic-s-line-kamera-led-demo-aso-krotoski-cichy-ID6BIi4N.html
Volkswagen Arteon,206990,2000,2019,6,Benzyna,103495,otomoto.pl/oferta/volkswagen-arteon-r-line-2-0-tsi-272-km-4motion-dsg-7-stopniowa-oferta-607827-ID6BNB9L.html
BMW Seria 3 F30,309900,2998,2018,5027,Benzyna,103369,otomoto.pl/oferta/bmw-seria-3-vat23-340i-xd-msport-performance-touring-dealer-bmwarena-ID6BLJls.html
BMW X1 F48,153900,1499,2018,2,Benzyna,102668,otomoto.pl/oferta/bmw-x1-sdrive18i-wyprzedaz-rocznika-w-aso-ID6Bulw2.html
Audi A6 C8,307786,3000,2018,1,Diesel,102595,otomoto.pl/oferta/audi-a6-gratis-od-2-645-zl-m-taniej-o-95-974-zldvdkam-360wyprzedaz-ID6BCTXt.html
Porsche Cayenne II,369000,3600,2015,26000,Benzyna,102500,otomoto.pl/oferta/porsche-cayenne-gts-3-6-440ps-bezwypadkowy-pneum-panor-burmeister-went-fotel-fv-vat23-ID6BGYw6.html
Audi Q5 FY,201448,1968,2018,5,Diesel,102362,otomoto.pl/oferta/audi-q5-wyprzedaz-rocznika-2018-w-aso-ID6BHMkM.html
Audi A6 C8,203900,2000,2018,1,Diesel,101950,otomoto.pl/oferta/audi-a6-limousine-40-tdi-204-km-s-tronic-wyprzedaz-rocznika-w-aso-ID6BFmwf.html
Audi A3 8V,152500,1498,2019,5,Benzyna,101802,otomoto.pl/oferta/audi-a3-limousine-sport-1-5-tfsi-s-tronic-b-o-led-demo-aso-krotoski-cichy-ID6BM8He.html
Volkswagen Tiguan II,200150,1968,2019,10,Diesel,101702,otomoto.pl/oferta/volkswagen-tiguan-2-0-tdi-190km-4motion-dsg-highline-r-line-head-up-polski-dealer-ID6BG9Lm.html
Porsche 911 991,385000,3800,2014,6396,Benzyna,101316,otomoto.pl/oferta/porsche-911-carrera-s-cabrio-400km-pdk-ID6BPbR5.html
Audi A6 C8,299900,2967,2018,26559,Diesel,101079,otomoto.pl/oferta/audi-a6-fv23-bang-olufsen-s-line-matrix-led-ID6BNyEu.html
Jeep Compass,138200,1368,2019,6,Benzyna,101023,otomoto.pl/oferta/jeep-compass-2019-czarny-perlowy-jasna-tapicerka-sliczna-ltd-9-aut-4x4-170km-ID6BBbN3.html
BMW Seria 7 G11/12,444000,4400,2018,4390,Benzyna,100909,otomoto.pl/oferta/bmw-seria-7-bmw-750i-xdrive-pakiet-sportowy-m-salon-bmw-inchcape-poznan-ID6BN8T0.html
Audi Q7 II,298900,2967,2018,5000,Diesel,100741,otomoto.pl/oferta/audi-q7-45-tdi-231-km-quattro-pneumatyka-led-demo-wyprzedaz-rocznika-w-aso-ID6BriH8.html
BMW M4,300000,2979,2017,58000,Benzyna,100705,otomoto.pl/oferta/bmw-m4-ID6BOnnj.html
Audi A4 B9,197900,1968,2018,5,Diesel,100559,otomoto.pl/oferta/audi-a4-avant-40-tdi-190-km-s-tronic-alcantara-pakiet-serwisowy-gratis-ID6BqCkB.html
Maserati Ghibli,299900,2987,2017,1,Diesel,100402,otomoto.pl/oferta/maserati-ghibli-diesel-my18-blu-emozione-od-reki-autoryzowany-dealer-ID6BwH32.html
Mercedes-Benz Klasa G W463,299900,2987,2015,73550,Diesel,100402,otomoto.pl/oferta/mercedes-benz-klasa-g-salon-pl-historia-aso-oswitlenie-ambiente-ID6BNxnf.html
BMW Seria 4,299900,2993,2018,1,Diesel,100200,otomoto.pl/oferta/bmw-seria-4-435d-xdrive-m-perfomance-adaptive-led-wyprzedaz-rocznika-w-aso-ID6APt47.html
Jeep Wrangler III,199990,2000,2018,1,Benzyna,99995,otomoto.pl/oferta/jeep-wrangler-unlimited-sahara-2018r-nowy-model-ID6BPby9.html
BMW Seria 4,299900,3000,2018,7180,Benzyna,99967,otomoto.pl/oferta/bmw-seria-4-bmw-440i-xdrive-coup-m-performance-salon-bmw-inchcape-poznan-ID6BM8AG.html
BMW Seria 5 G30,299900,3000,2018,6740,Benzyna,99967,otomoto.pl/oferta/bmw-seria-5-bmw-540i-xdrive-limuzyna-parking-assistant-salon-bmw-inchcape-poznan-ID6BMBkO.html
Alfa Romeo Stelvio,199900,2000,2018,9800,Benzyna,99950,otomoto.pl/oferta/alfa-romeo-stelvio-super-280-km-q4-at8-wynajem-1994-13-netto-ID6BP9xN.html
Volkswagen Passat B8,199900,2000,2019,1,Benzyna,99950,otomoto.pl/oferta/volkswagen-passat-highline-2-0-tsi-4motion-272-km-dsg-r-line-od-reki-plichta-gdansk-ID6BP8PS.html
Volkswagen Arteon,149900,1500,2018,1650,Benzyna,99933,otomoto.pl/oferta/volkswagen-arteon-elegance-1-5-tsi-150-km-dsg-7-stopniowa-ID6BNxeG.html
Audi A6 C8,196500,1968,2018,5,Diesel,99848,otomoto.pl/oferta/audi-a6-limousine-40-tdi-204-km-s-tronic-matrix-led-ubezpieczenie-gratis-ID6BEpGP.html
Volvo XC 90 II,199000,1996,2017,10000,Benzyna,99699,otomoto.pl/oferta/volvo-xc-90-t6-idealny-7-os-360-sound-premium-najbogatsza-wersja-ID6BFiLJ.html
Audi Q5 FY,199191,2000,2018,1,Diesel,99596,otomoto.pl/oferta/audi-q5-taniej-o-50-629-wyprzedaz-rocznika-w-aso-led-kamera-cofania-ID6BGHyR.html
BMW X4 G02,298000,2993,2018,1000,Diesel,99566,otomoto.pl/oferta/bmw-x4-xdrive30d-model-m-sport-demo-wyprzedaz-rocznika-w-aso-ID6BHE3V.html
Volvo S60 II,196000,1969,2019,1,Benzyna,99543,otomoto.pl/oferta/volvo-s60-najnowszy-model-r-design-t5-250-km-automat-odbior-kwiecien-aso-ID6BOD3J.html
Audi A5 F5,199026,2000,2018,1,Benzyna,99513,otomoto.pl/oferta/audi-a5-audi-a5-sportback-40-tfsi-190-km-s-tronic-wyprzedaz-rocznika-w-aso-ID6BLJzb.html
Volvo V90,195900,1969,2018,12490,Benzyna,99492,otomoto.pl/oferta/volvo-v90-volvo-v90-inscription-t4-automat-autoryzowany-dealer-volvo-v-motors-ID6BP8U0.html
Mercedes-Benz GLC,197718,1991,2018,5,Benzyna,99306,otomoto.pl/oferta/mercedes-benz-glc-250-4matic-211km-wyprzedaz-rocznika-w-aso-2018-ID6BxSIC.html
Volvo XC 90 II,195000,1969,2015,60500,Diesel,99035,otomoto.pl/oferta/volvo-xc-90-prywatnie-pierwszy-wlasciciel-salon-pl-inscription-ID6BPcD5.html
Ford EDGE,196900,1997,2018,1,Diesel,98598,otomoto.pl/oferta/ford-edge-2-0-tdci-210km-twin-turbo-powershift-awdst-line-mega-cena-od-reki-ID6BOE9R.html
Volvo XC 60 II,194000,1969,2018,17760,Diesel,98527,otomoto.pl/oferta/volvo-xc-60-d5-awd-mommentum-autoryzowany-dealer-volvo-v-motors-ID6BP8Wo.html
Mercedes-Benz GLE W166,295000,2996,2018,13000,Benzyna,98465,otomoto.pl/oferta/mercedes-benz-gle-400-amg-pneumatyka-distronic-hak-panorama-360-st-nowy-480-000-zl-ID6BNAUe.html
Peugeot 3008 II,117950,1199,2018,1,Benzyna,98374,otomoto.pl/oferta/peugeot-3008-1-2-puretech-130km-allure-navi-park-assist-opcje-okazja-ID6BPeZF.html
Škoda Kodiaq,195990,2000,2019,5,Benzyna,97995,otomoto.pl/oferta/skoda-kodiaq-kodiaq-2-0-tsi-190km-bogata-wersja-jedyna-dostepna-benzyna-w-pl-ID6BGdjb.html
Audi A6 C8,195922,2000,2018,10,Diesel,97961,otomoto.pl/oferta/audi-a6-limousine-40tdi-204km-s-tronic-wyprzedaz-rocznika-2018-w-aso-ID6BHFTz.html
Volkswagen Passat B8,195811,2000,2019,10,Diesel,97906,otomoto.pl/oferta/volkswagen-passat-variant-alltrack-2-0-tdi-240km-4motion-dsg-oferta-572959-ID6BNAqg.html
Mercedes-Benz GLC,194700,1991,2018,9729,Benzyna,97790,otomoto.pl/oferta/mercedes-benz-glc-glc-250-pakiet-amg-pakiet-night-katalog-241-762-pln-fv23-ID6B9aex.html
Opel Insignia B,191000,1956,2019,6,Diesel,97648,otomoto.pl/oferta/opel-insignia-gsi-2-0-210km-at8-4x4-rok-produkcji-2019-ID6BKjdf.html
Audi Q5 FY,191999,1968,2017,23357,Diesel,97560,otomoto.pl/oferta/audi-q5-2-0-tdi-quattro-190km-stronic-salon-pl-gwarancja-serwis-aso-fv-23-ID6ByzOn.html
Hyundai Santa Fe IV,194300,1995,2018,1,Diesel,97393,otomoto.pl/oferta/hyundai-santa-fe-2-0-crdi-185km-8at-4wd-platinum-inspiration-nowy-2018-ID6BAQwq.html
Mercedes-Benz Klasa C W205,189900,1950,2018,3000,Diesel,97385,otomoto.pl/oferta/mercedes-benz-klasa-c-220d-pakiet-amg-testowy-ddb-auto-gorzow-ID6BhhTX.html
Mercedes-Benz Klasa C W205,189900,1950,2018,3800,Diesel,97385,otomoto.pl/oferta/mercedes-benz-klasa-c-c-220d-pakiet-amg-kamera-360-13786-ddb-auto-bogacka-ID6BDsZA.html
Audi A7 C7,288800,2967,2016,33000,Diesel,97337,otomoto.pl/oferta/audi-a7-3-0-tdi-competition-326-km-dealer-vat23-bose-headup-pneumatyka-ID6Ap8Xe.html
Audi A3 8V,145998,1500,2019,10,Benzyna,97332,otomoto.pl/oferta/audi-a3-sportback-35tfsi-150km-s-tronic-ID6BIFW4.html
Audi SQ7,384900,3956,2017,21440,Diesel,97295,otomoto.pl/oferta/audi-sq7-v8-4-0-quattro-435-km-sepang-blue-fv-23-ID6BNzdE.html
Audi A4 B9,194000,2000,2018,6500,Benzyna,97000,otomoto.pl/oferta/audi-a4-avant-sport-40-tfsi-190-km-s-tronic-wyprzedaz-rocznika-w-aso-ID6BDP7p.html
BMW X1 F48,145500,1500,2019,5,Benzyna,97000,otomoto.pl/oferta/bmw-x1-sdrive-18i-sport-line-140-km-demo-ID6BCRdJ.html
Volkswagen Tiguan II,193600,1998,2019,9,Benzyna,96897,otomoto.pl/oferta/volkswagen-tiguan-highline-2-0-tsi-230-km-4motion-dsg-7-stopniowe-oferta-563896-ID6BPcmI.html
Volkswagen Arteon,190300,1968,2019,1,Diesel,96697,otomoto.pl/oferta/volkswagen-arteon-r-line-2-0tdi-4motion-190km-dsg-dach-szkl-park-assist-od-reki-ID6BGVet.html
Volkswagen Golf VII,96500,999,2019,1,Diesel,96597,otomoto.pl/oferta/volkswagen-golf-var-comf-1-6tdi-115km-climatronic-podgrz-fot-led-od-reki-ID6BLBjG.html
Mercedes-Benz GLE,207000,2143,2017,47271,Diesel,96594,otomoto.pl/oferta/mercedes-benz-gle-gwarancja-promocyjny-leasing-4matic-nawigacja-fv-23-ID6B7kEG.html
Mercedes-Benz GLE,207000,2143,2017,47271,Diesel,96594,otomoto.pl/oferta/mercedes-benz-gle-gwarancja-promocyjny-leasing-4matic-nawigacja-fv-23-ID6B6Q2R.html
Volvo XC 60 II,190000,1969,2018,17338,Diesel,96496,otomoto.pl/oferta/volvo-xc-60-d5-awd-mommentum-autoryzowany-dealer-volvo-v-motors-ID6BP8YM.html
Audi A5 F5,189900,1968,2018,26350,Diesel,96494,otomoto.pl/oferta/audi-a5-2-0-tdi-s-tronic-fv23-bezwypadek-pelen-serwis-ID6BOP1O.html
Volkswagen Multivan,189900,1968,2018,5,Diesel,96494,otomoto.pl/oferta/volkswagen-multivan-comfortline-2-0tdi-150km-dsg-mega-rabat-demo-2018-ID6BEYQf.html
Volvo V60,189900,1969,2018,2400,Diesel,96445,otomoto.pl/oferta/volvo-v60-d4-190-km-inscription-ID6BBi6m.html
Mercedes-Benz Klasa C W205,188000,1950,2018,10,Diesel,96410,otomoto.pl/oferta/mercedes-benz-klasa-c-c220d-avantgarde-wyprzedaz-rocznika-w-aso-ID6BxrOF.html
BMW Seria 7 G11/12,289000,3000,2016,82000,Diesel,96333,otomoto.pl/oferta/bmw-seria-7-bmw-730d-xdrive-m-pakiet-salon-polska-fv-23-ID6BPcuw.html
Volkswagen Tiguan II,192500,2000,2019,1,Benzyna,96250,otomoto.pl/oferta/volkswagen-tiguan-highline-2-0-tsi-4motion-230-km-dsg-plichta-gdansk-ID6BLHcJ.html
BMW Seria 5 G30,192113,1997,2019,4,Diesel,96201,otomoto.pl/oferta/bmw-seria-5-bmw-520d-rabat-2019-ID6BKMjP.html
Škoda Superb III,192200,2000,2019,5,Diesel,96100,otomoto.pl/oferta/skoda-superb-combi-laurin-klement-2-0-tdi-190km-4x4-dsg-od-reki-jedyny-w-pl-ID6BMA6M.html
Jeep Renegade,95900,999,2018,9,Benzyna,95996,otomoto.pl/oferta/jeep-renegade-120km-turbo-limited-navi-pl-pakiet-led-pelna-opcja-leasing-promo-ID6BPj8W.html
Volkswagen Tiguan Allspace,191700,2000,2019,5,Diesel,95850,otomoto.pl/oferta/volkswagen-tiguan-allspace-highline-2-0-tdi-190-km-dsg-4motion-ID6BKVnT.html
Audi A3 8V,143429,1498,2018,5,Benzyna,95747,otomoto.pl/oferta/audi-a3-limousine-35-tfsi-150-km-s-tronic-wyprzedaz-rocznika-w-aso-ID6Byixa.html
Mercedes-Benz GLA,190600,1991,2019,3,Benzyna,95731,otomoto.pl/oferta/mercedes-benz-gla-gla-220-4matic-pakiet-amg-ID6BPifm.html
Audi A5 F5,189900,1984,2018,26632,Benzyna,95716,otomoto.pl/oferta/audi-a5-2-0-tfsi-sportback-190-km-s-tronic-salon-pl-fv-23-serwis-aso-bezwyp-ID6BFlxd.html
Alfa Romeo Stelvio,190899,1995,2018,1,Benzyna,95689,otomoto.pl/oferta/alfa-romeo-stelvio-2-0-turbo-200km-at8-q4-b-tech-opcje-bogata-wersja-wyprzedaz-ID6BOEEt.html
Mercedes-Benz Klasa C W205,153000,1600,2018,26000,Benzyna,95625,otomoto.pl/oferta/mercedes-benz-klasa-c-zarejestrowany-na-gwarancji-mozliwa-zamiana-na-tanszy-ID6BMLgr.html
Volkswagen Tiguan II,191200,2000,2019,5,Diesel,95600,otomoto.pl/oferta/volkswagen-tiguan-highline-2-0-tdi-190-km-4x4-dsg-r-line-ID6BJDNm.html
Mercedes-Benz GLA,189900,1991,2017,42000,Benzyna,95379,otomoto.pl/oferta/mercedes-benz-gla-381km-salon-polska-cesja-leasingu-ID6BHszZ.html
BMW Seria 5 G30,189900,1995,2017,29407,Diesel,95188,otomoto.pl/oferta/bmw-seria-5-bmw-520d-xdrive-190km-sport-line-navi-lopatki-ID6BCSkL.html
BMW X2,189900,2000,2018,6290,Benzyna,94950,otomoto.pl/oferta/bmw-x2-bmw-x2-f39-25d-fotele-z-pamiecia-salon-bmw-inchcape-poznan-ID6BM8xS.html
Volkswagen Golf VII,189800,2000,2019,8,Benzyna,94900,otomoto.pl/oferta/volkswagen-golf-variant-r-2-0-tsi-4motion-310km-dsg-7-stopniowa-oferta-612480-ID6BNAjD.html
Volkswagen Golf VII,189800,2000,2019,8,Benzyna,94900,otomoto.pl/oferta/volkswagen-golf-variant-r-2-0-tsi-4motion-310km-dsg-7-stopniowa-oferta-612483-ID6BNAI3.html
Volkswagen Tiguan II,189600,2000,2019,5,Benzyna,94800,otomoto.pl/oferta/volkswagen-tiguan-highline-2-0-tsi-230-km-4x4-dsg-r-line-ID6BFhzE.html
Audi A1,94500,999,2017,5500,Benzyna,94595,otomoto.pl/oferta/audi-a1-1-0-tfsi-automat-dealer-fv-23-ID6zzkMh.html
Honda CR-V V,141399,1498,2018,1,Benzyna,94392,otomoto.pl/oferta/honda-cr-v-1-5-turbo-173km-4x4-lifestyle-wyprzedaz-mega-cena-rabat-ID6BPivF.html
Porsche Macan,279900,2967,2018,24510,Diesel,94338,otomoto.pl/oferta/porsche-macan-s-258km-4x4-wentylacja-kamera-panorama-pneumatyka-rabat-33-sal-pl-ID6BCRaY.html
